ccusto_duplicata,id_fornecedor,documento,parcela,valor_orig,valor_a_pagar,data_emissao,data_movimento,data_pgto,observacao,doc_origem
4.09.09,115.0,FI0005431_01,1.0,-3263.128,-5194.8636,2017-08-12,2017-08-12,2017-09-12 10:48:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,2.0,-3305.5487,-5194.8636,2017-08-12,2017-08-12,2017-10-12 21:21:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,3.0,-3348.5208,-5194.8636,2017-08-12,2017-08-12,2017-11-12 07:55:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,4.0,-3392.0516,-5194.8636,2017-08-12,2017-08-12,2017-12-12 18:28:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,5.0,-3436.1483,-5194.8636,2017-08-12,2017-08-12,2018-01-12 05:02:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,6.0,-3480.8182,-5194.8636,2017-08-12,2017-08-12,2018-02-11 15:36:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,7.0,-3526.0688,-5194.8636,2017-08-12,2017-08-12,2018-03-14 02:09:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,8.0,-3571.9077,-5194.8636,2017-08-12,2017-08-12,2018-04-13 12:43:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,9.0,-3618.3425,-5194.8636,2017-08-12,2017-08-12,2018-05-13 23:16:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,10.0,-3665.381,-5194.8636,2017-08-12,2017-08-12,2018-06-13 09:50:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,11.0,-3713.0309,-5194.8636,2017-08-12,2017-08-12,2018-07-13 20:24:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,12.0,-3761.3003,-5194.8636,2017-08-12,2017-08-12,2018-08-13 06:57:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,13.0,-3810.1972,-5194.8636,2017-08-12,2017-08-12,2018-09-12 17:31:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,14.0,-3859.7298,-5194.8636,2017-08-12,2017-08-12,2018-10-13 04:04:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,15.0,-3909.9063,-5194.8636,2017-08-12,2017-08-12,2018-11-12 14:38:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,16.0,-3960.7351,-5194.8636,2017-08-12,2017-08-12,2018-12-13 01:12:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,17.0,-4012.2246,-5194.8636,2017-08-12,2017-08-12,2019-01-12 11:45:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,18.0,-4064.3835,-5194.8636,2017-08-12,2017-08-12,2019-02-11 22:19:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,19.0,-4117.2205,-5194.8636,2017-08-12,2017-08-12,2019-03-14 08:52:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,20.0,-4170.7444,-5194.8636,2017-08-12,2017-08-12,2019-04-13 19:26:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,21.0,-4224.9641,-5194.8636,2017-08-12,2017-08-12,2019-05-14 06:00:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,22.0,-4279.8886,-5194.8636,2017-08-12,2017-08-12,2019-06-13 16:33:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,23.0,-4335.5271,-5194.8636,2017-08-12,2017-08-12,2019-07-14 03:07:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,24.0,-4391.889,-5194.8636,2017-08-12,2017-08-12,2019-08-13 13:40:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,25.0,-4448.9836,-5194.8636,2017-08-12,2017-08-12,2019-09-13 00:14:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,26.0,-4506.8203,-5194.8636,2017-08-12,2017-08-12,2019-10-13 10:48:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,27.0,-4565.409,-5194.8636,2017-08-12,2017-08-12,2019-11-12 21:21:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,28.0,-4624.7593,-5194.8636,2017-08-12,2017-08-12,2019-12-13 07:55:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,29.0,-4684.8812,-5194.8636,2017-08-12,2017-08-12,2020-01-12 18:28:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,30.0,-4745.7847,-5194.8636,2017-08-12,2017-08-12,2020-02-12 05:02:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,31.0,-4807.4799,-5194.8636,2017-08-12,2017-08-12,2020-03-13 15:36:00,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,32.0,-4869.9771,-5194.8636,2017-08-12,2017-08-12,2020-04-13 02:09:36,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,33.0,-4933.2868,-5194.8636,2017-08-12,2017-08-12,2020-05-13 12:43:12,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,34.0,-4997.4195,-5194.8636,2017-08-12,2017-08-12,2020-06-12 23:16:48,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,35.0,-5062.386,-5194.8636,2017-08-12,2017-08-12,2020-07-13 09:50:24,,CTAS_PAGAR
4.09.09,115.0,FI0005431_01,36.0,-5128.197,-5194.8636,2017-08-12,2017-08-12,2020-08-12 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,1.0,-3227.6684,-4297.5527,2017-08-05,2017-08-05,2017-09-05 10:48:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,2.0,-3266.4004,-4297.5527,2017-08-05,2017-08-05,2017-10-05 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,3.0,-3305.5972,-4297.5527,2017-08-05,2017-08-05,2017-11-05 06:00:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,4.0,-3345.2644,-4297.5527,2017-08-05,2017-08-05,2017-12-05 15:36:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,5.0,-3385.4076,-4297.5527,2017-08-05,2017-08-05,2018-01-05 01:12:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,6.0,-3426.0325,-4297.5527,2017-08-05,2017-08-05,2018-02-04 10:48:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,7.0,-3467.1449,-4297.5527,2017-08-05,2017-08-05,2018-03-06 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,8.0,-3508.7506,-4297.5527,2017-08-05,2017-08-05,2018-04-06 06:00:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,9.0,-3550.8556,-4297.5527,2017-08-05,2017-08-05,2018-05-06 15:36:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,10.0,-3593.4659,-4297.5527,2017-08-05,2017-08-05,2018-06-06 01:12:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,11.0,-3636.5875,-4297.5527,2017-08-05,2017-08-05,2018-07-06 10:48:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,12.0,-3680.2265,-4297.5527,2017-08-05,2017-08-05,2018-08-05 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,13.0,-3724.3892,-4297.5527,2017-08-05,2017-08-05,2018-09-05 06:00:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,14.0,-3769.0819,-4297.5527,2017-08-05,2017-08-05,2018-10-05 15:36:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,15.0,-3814.3109,-4297.5527,2017-08-05,2017-08-05,2018-11-05 01:12:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,16.0,-3860.0826,-4297.5527,2017-08-05,2017-08-05,2018-12-05 10:48:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,17.0,-3906.4036,-4297.5527,2017-08-05,2017-08-05,2019-01-04 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,18.0,-3953.2804,-4297.5527,2017-08-05,2017-08-05,2019-02-04 06:00:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,19.0,-4000.7198,-4297.5527,2017-08-05,2017-08-05,2019-03-06 15:36:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,20.0,-4048.7284,-4297.5527,2017-08-05,2017-08-05,2019-04-06 01:12:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,21.0,-4097.3132,-4297.5527,2017-08-05,2017-08-05,2019-05-06 10:48:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,22.0,-4146.4809,-4297.5527,2017-08-05,2017-08-05,2019-06-05 20:24:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,23.0,-4196.2387,-4297.5527,2017-08-05,2017-08-05,2019-07-06 06:00:00,,CTAS_PAGAR
4.09.09,116.0,FI0005409_01,24.0,-4246.5936,-4297.5527,2017-08-05,2017-08-05,2019-08-05 15:36:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,1.0,-3263.128,-5194.8636,2017-08-10,2017-08-10,2017-09-10 10:48:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,2.0,-3305.5487,-5194.8636,2017-08-10,2017-08-10,2017-10-10 20:52:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,3.0,-3348.5208,-5194.8636,2017-08-10,2017-08-10,2017-11-10 06:57:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,4.0,-3392.0516,-5194.8636,2017-08-10,2017-08-10,2017-12-10 17:02:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,5.0,-3436.1483,-5194.8636,2017-08-10,2017-08-10,2018-01-10 03:07:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,6.0,-3480.8182,-5194.8636,2017-08-10,2017-08-10,2018-02-09 13:12:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,7.0,-3526.0688,-5194.8636,2017-08-10,2017-08-10,2018-03-11 23:16:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,8.0,-3571.9077,-5194.8636,2017-08-10,2017-08-10,2018-04-11 09:21:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,9.0,-3618.3425,-5194.8636,2017-08-10,2017-08-10,2018-05-11 19:26:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,10.0,-3665.381,-5194.8636,2017-08-10,2017-08-10,2018-06-11 05:31:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,11.0,-3713.0309,-5194.8636,2017-08-10,2017-08-10,2018-07-11 15:36:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,12.0,-3761.3003,-5194.8636,2017-08-10,2017-08-10,2018-08-11 01:40:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,13.0,-3810.1972,-5194.8636,2017-08-10,2017-08-10,2018-09-10 11:45:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,14.0,-3859.7298,-5194.8636,2017-08-10,2017-08-10,2018-10-10 21:50:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,15.0,-3909.9063,-5194.8636,2017-08-10,2017-08-10,2018-11-10 07:55:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,16.0,-3960.7351,-5194.8636,2017-08-10,2017-08-10,2018-12-10 18:00:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,17.0,-4012.2246,-5194.8636,2017-08-10,2017-08-10,2019-01-10 04:04:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,18.0,-4064.3835,-5194.8636,2017-08-10,2017-08-10,2019-02-09 14:09:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,19.0,-4117.2205,-5194.8636,2017-08-10,2017-08-10,2019-03-12 00:14:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,20.0,-4170.7444,-5194.8636,2017-08-10,2017-08-10,2019-04-11 10:19:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,21.0,-4224.9641,-5194.8636,2017-08-10,2017-08-10,2019-05-11 20:24:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,22.0,-4279.8886,-5194.8636,2017-08-10,2017-08-10,2019-06-11 06:28:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,23.0,-4335.5271,-5194.8636,2017-08-10,2017-08-10,2019-07-11 16:33:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,24.0,-4391.889,-5194.8636,2017-08-10,2017-08-10,2019-08-11 02:38:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,25.0,-4448.9836,-5194.8636,2017-08-10,2017-08-10,2019-09-10 12:43:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,26.0,-4506.8203,-5194.8636,2017-08-10,2017-08-10,2019-10-10 22:48:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,27.0,-4565.409,-5194.8636,2017-08-10,2017-08-10,2019-11-10 08:52:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,28.0,-4624.7593,-5194.8636,2017-08-10,2017-08-10,2019-12-10 18:57:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,29.0,-4684.8812,-5194.8636,2017-08-10,2017-08-10,2020-01-10 05:02:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,30.0,-4745.7847,-5194.8636,2017-08-10,2017-08-10,2020-02-09 15:07:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,31.0,-4807.4799,-5194.8636,2017-08-10,2017-08-10,2020-03-11 01:12:00,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,32.0,-4869.9771,-5194.8636,2017-08-10,2017-08-10,2020-04-10 11:16:48,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,33.0,-4933.2868,-5194.8636,2017-08-10,2017-08-10,2020-05-10 21:21:36,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,34.0,-4997.4195,-5194.8636,2017-08-10,2017-08-10,2020-06-10 07:26:24,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,35.0,-5062.386,-5194.8636,2017-08-10,2017-08-10,2020-07-10 17:31:12,,CTAS_PAGAR
4.09.09,117.0,FI0005424_01,36.0,-5128.197,-5194.8636,2017-08-10,2017-08-10,2020-08-10 03:36:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,1.0,-2991.9619,-4596.7883,2017-08-09,2017-08-09,2017-09-09 10:48:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,2.0,-3027.8654,-4596.7883,2017-08-09,2017-08-09,2017-10-09 20:52:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,3.0,-3064.1998,-4596.7883,2017-08-09,2017-08-09,2017-11-09 06:57:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,4.0,-3100.9702,-4596.7883,2017-08-09,2017-08-09,2017-12-09 17:02:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,5.0,-3138.1818,-4596.7883,2017-08-09,2017-08-09,2018-01-09 03:07:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,6.0,-3175.84,-4596.7883,2017-08-09,2017-08-09,2018-02-08 13:12:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,7.0,-3213.9501,-4596.7883,2017-08-09,2017-08-09,2018-03-10 23:16:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,8.0,-3252.5175,-4596.7883,2017-08-09,2017-08-09,2018-04-10 09:21:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,9.0,-3291.5477,-4596.7883,2017-08-09,2017-08-09,2018-05-10 19:26:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,10.0,-3331.0463,-4596.7883,2017-08-09,2017-08-09,2018-06-10 05:31:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,11.0,-3371.0188,-4596.7883,2017-08-09,2017-08-09,2018-07-10 15:36:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,12.0,-3411.4711,-4596.7883,2017-08-09,2017-08-09,2018-08-10 01:40:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,13.0,-3452.4087,-4596.7883,2017-08-09,2017-08-09,2018-09-09 11:45:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,14.0,-3493.8376,-4596.7883,2017-08-09,2017-08-09,2018-10-09 21:50:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,15.0,-3535.7637,-4596.7883,2017-08-09,2017-08-09,2018-11-09 07:55:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,16.0,-3578.1928,-4596.7883,2017-08-09,2017-08-09,2018-12-09 18:00:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,17.0,-3621.1312,-4596.7883,2017-08-09,2017-08-09,2019-01-09 04:04:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,18.0,-3664.5847,-4596.7883,2017-08-09,2017-08-09,2019-02-08 14:09:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,19.0,-3708.5597,-4596.7883,2017-08-09,2017-08-09,2019-03-11 00:14:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,20.0,-3753.0625,-4596.7883,2017-08-09,2017-08-09,2019-04-10 10:19:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,21.0,-3798.0992,-4596.7883,2017-08-09,2017-08-09,2019-05-10 20:24:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,22.0,-3843.6764,-4596.7883,2017-08-09,2017-08-09,2019-06-10 06:28:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,23.0,-3889.8005,-4596.7883,2017-08-09,2017-08-09,2019-07-10 16:33:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,24.0,-3936.4781,-4596.7883,2017-08-09,2017-08-09,2019-08-10 02:38:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,25.0,-3983.7159,-4596.7883,2017-08-09,2017-08-09,2019-09-09 12:43:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,26.0,-4031.5205,-4596.7883,2017-08-09,2017-08-09,2019-10-09 22:48:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,27.0,-4079.8987,-4596.7883,2017-08-09,2017-08-09,2019-11-09 08:52:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,28.0,-4128.8575,-4596.7883,2017-08-09,2017-08-09,2019-12-09 18:57:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,29.0,-4178.4038,-4596.7883,2017-08-09,2017-08-09,2020-01-09 05:02:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,30.0,-4228.5446,-4596.7883,2017-08-09,2017-08-09,2020-02-08 15:07:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,31.0,-4279.2872,-4596.7883,2017-08-09,2017-08-09,2020-03-10 01:12:00,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,32.0,-4330.6386,-4596.7883,2017-08-09,2017-08-09,2020-04-09 11:16:48,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,33.0,-4382.6063,-4596.7883,2017-08-09,2017-08-09,2020-05-09 21:21:36,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,34.0,-4435.1975,-4596.7883,2017-08-09,2017-08-09,2020-06-09 07:26:24,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,35.0,-4488.4199,-4596.7883,2017-08-09,2017-08-09,2020-07-09 17:31:12,,CTAS_PAGAR
4.09.09,118.0,FI0005419_01,36.0,-4542.2809,-4596.7883,2017-08-09,2017-08-09,2020-08-09 03:36:00,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,1.0,-2951.0415,-3445.7888,2017-09-04,2017-09-04,2017-10-04 10:48:00,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,2.0,-2989.405,-3445.7888,2017-09-04,2017-09-04,2017-11-03 21:21:36,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,3.0,-3028.2673,-3445.7888,2017-09-04,2017-09-04,2017-12-04 07:55:12,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,4.0,-3067.6348,-3445.7888,2017-09-04,2017-09-04,2018-01-03 18:28:48,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,5.0,-3107.514,-3445.7888,2017-09-04,2017-09-04,2018-02-03 05:02:24,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,6.0,-3147.9117,-3445.7888,2017-09-04,2017-09-04,2018-03-05 15:36:00,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,7.0,-3188.8346,-3445.7888,2017-09-04,2017-09-04,2018-04-05 02:09:36,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,8.0,-3230.2894,-3445.7888,2017-09-04,2017-09-04,2018-05-05 12:43:12,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,9.0,-3272.2832,-3445.7888,2017-09-04,2017-09-04,2018-06-04 23:16:48,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,10.0,-3314.8229,-3445.7888,2017-09-04,2017-09-04,2018-07-05 09:50:24,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,11.0,-3357.9156,-3445.7888,2017-09-04,2017-09-04,2018-08-04 20:24:00,,CTAS_PAGAR
4.09.09,119.0,FI0005324_01,12.0,-3401.5685,-3445.7888,2017-09-04,2017-09-04,2018-09-04 06:57:36,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,1.0,-737.7604,-861.4472,2017-10-11,2017-10-11,2017-11-10 10:48:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,2.0,-747.3513,-861.4472,2017-10-11,2017-10-11,2017-12-10 20:24:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,3.0,-757.0668,-861.4472,2017-10-11,2017-10-11,2018-01-10 06:00:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,4.0,-766.9087,-861.4472,2017-10-11,2017-10-11,2018-02-09 15:36:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,5.0,-776.8785,-861.4472,2017-10-11,2017-10-11,2018-03-12 01:12:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,6.0,-786.9779,-861.4472,2017-10-11,2017-10-11,2018-04-11 10:48:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,7.0,-797.2086,-861.4472,2017-10-11,2017-10-11,2018-05-11 20:24:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,8.0,-807.5724,-861.4472,2017-10-11,2017-10-11,2018-06-11 06:00:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,9.0,-818.0708,-861.4472,2017-10-11,2017-10-11,2018-07-11 15:36:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,10.0,-828.7057,-861.4472,2017-10-11,2017-10-11,2018-08-11 01:12:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,11.0,-839.4789,-861.4472,2017-10-11,2017-10-11,2018-09-10 10:48:00,,CTAS_PAGAR
4.09.09,119.0,FI0005404_01,12.0,-850.3921,-861.4472,2017-10-11,2017-10-11,2018-10-10 20:24:00,,CTAS_PAGAR
,104.0,PC0004823_01,1.0,-3303.0122,-3303.0122,2017-02-06,2017-02-07,2017-02-20 00:00:00,,NF_ENTRADA
,104.0,PC0004823_01,2.0,-3303.0122,-3303.0122,2017-02-06,2017-02-07,2017-02-27 00:00:00,,NF_ENTRADA
,104.0,PC0004823_01,3.0,-3303.0122,-3303.0122,2017-02-06,2017-02-07,2017-03-06 00:00:00,,NF_ENTRADA
,104.0,PC0004848_01,1.0,-3430.0511,-3430.0511,2017-02-13,2017-02-14,2017-02-27 00:00:00,,NF_ENTRADA
,104.0,PC0004848_01,2.0,-3430.0511,-3430.0511,2017-02-13,2017-02-14,2017-03-06 00:00:00,,NF_ENTRADA
,104.0,PC0004848_01,3.0,-3430.0511,-3430.0511,2017-02-13,2017-02-14,2017-03-13 00:00:00,,NF_ENTRADA
,104.0,PC0004864_01,1.0,-2286.7007,-2286.7007,2017-02-20,2017-02-21,2017-03-06 00:00:00,,NF_ENTRADA
,104.0,PC0004864_01,2.0,-2286.7007,-2286.7007,2017-02-20,2017-02-21,2017-03-13 00:00:00,,NF_ENTRADA
,104.0,PC0004864_01,3.0,-2286.7007,-2286.7007,2017-02-20,2017-02-21,2017-03-20 00:00:00,,NF_ENTRADA
,104.0,PC0004878_01,1.0,-3684.129,-3684.129,2017-02-26,2017-02-28,2017-03-13 00:00:00,,NF_ENTRADA
,104.0,PC0004878_01,2.0,-3684.129,-3684.129,2017-02-26,2017-02-28,2017-03-20 00:00:00,,NF_ENTRADA
,104.0,PC0004878_01,3.0,-3684.129,-3684.129,2017-02-26,2017-02-28,2017-03-27 00:00:00,,NF_ENTRADA
,104.0,PC0004903_01,1.0,-5661.4712,-5661.4712,2017-03-01,2017-03-04,2017-03-18 00:00:00,,NF_ENTRADA
,104.0,PC0004903_01,2.0,-5661.4712,-5661.4712,2017-03-01,2017-03-04,2017-03-25 00:00:00,,NF_ENTRADA
,104.0,PC0004903_01,3.0,-5661.4712,-5661.4712,2017-03-01,2017-03-04,2017-04-01 00:00:00,,NF_ENTRADA
,104.0,PC0004925_01,1.0,-4717.8927,-4717.8927,2017-03-10,2017-03-11,2017-03-25 00:00:00,,NF_ENTRADA
,104.0,PC0004925_01,2.0,-4717.8927,-4717.8927,2017-03-10,2017-03-11,2017-04-01 00:00:00,,NF_ENTRADA
,104.0,PC0004925_01,3.0,-4717.8927,-4717.8927,2017-03-10,2017-03-11,2017-04-08 00:00:00,,NF_ENTRADA
,104.0,PC0004939_01,1.0,-7076.839,-7076.839,2017-03-15,2017-03-18,2017-04-01 00:00:00,,NF_ENTRADA
,104.0,PC0004939_01,2.0,-7076.839,-7076.839,2017-03-15,2017-03-18,2017-04-08 00:00:00,,NF_ENTRADA
,104.0,PC0004939_01,3.0,-7076.839,-7076.839,2017-03-15,2017-03-18,2017-04-15 00:00:00,,NF_ENTRADA
,104.0,PC0004963_01,1.0,-6133.2605,-6133.2605,2017-03-22,2017-03-25,2017-04-08 00:00:00,,NF_ENTRADA
,104.0,PC0004963_01,2.0,-6133.2605,-6133.2605,2017-03-22,2017-03-25,2017-04-15 00:00:00,,NF_ENTRADA
,104.0,PC0004963_01,3.0,-6133.2605,-6133.2605,2017-03-22,2017-03-25,2017-04-22 00:00:00,,NF_ENTRADA
,111.0,PC0004824_01,1.0,-1611.6902,-1611.6902,2017-02-06,2017-02-07,2017-02-24 00:00:00,,NF_ENTRADA
,111.0,PC0004824_01,2.0,-1611.6902,-1611.6902,2017-02-06,2017-02-07,2017-03-06 00:00:00,,NF_ENTRADA
,111.0,PC0004839_01,1.0,-1007.3064,-1007.3064,2017-02-11,2017-02-14,2017-03-03 00:00:00,,NF_ENTRADA
,111.0,PC0004839_01,2.0,-1007.3064,-1007.3064,2017-02-11,2017-02-14,2017-03-13 00:00:00,,NF_ENTRADA
,111.0,PC0004865_01,1.0,-1460.5943,-1460.5943,2017-02-20,2017-02-21,2017-03-10 00:00:00,,NF_ENTRADA
,111.0,PC0004865_01,2.0,-1460.5943,-1460.5943,2017-02-20,2017-02-21,2017-03-20 00:00:00,,NF_ENTRADA
,111.0,PC0004876_01,1.0,-956.9411,-956.9411,2017-02-25,2017-02-28,2017-03-17 00:00:00,,NF_ENTRADA
,111.0,PC0004876_01,2.0,-956.9411,-956.9411,2017-02-25,2017-02-28,2017-03-27 00:00:00,,NF_ENTRADA
,111.0,PC0004914_01,1.0,-2431.5667,-2431.5667,2017-03-06,2017-03-07,2017-03-26 00:00:00,,NF_ENTRADA
